Resolution,Site,Year_Month,Total_surface_dic_masked,MeanU10m
0.25,8,2005_7,1906164799290.6626,6.001329246040948
0.25,18,2005_7,479697731977.76013,6.900153167848823
0.25,6,2005_8,403945031487.0322,8.899969604730678
0.25,8,2005_8,1790951516300.5002,6.031168552864719
0.25,18,2005_8,451193113972.68994,6.162294850619784
0.25,6,2005_9,368583403749.2556,6.573653615423681
0.25,8,2005_9,1702994398270.0215,6.217755464194715
0.25,18,2005_9,441307147208.92,6.617842228635912
0.25,6,2005_10,343461821705.88477,7.371208030661631
0.25,8,2005_10,1638963938716.4006,6.048356422514335
0.25,18,2005_10,415081212760.5605,5.219647887330817
0.25,6,2005_11,318950504359.2866,6.523918904624429
0.25,8,2005_11,1550197196445.3435,6.237010855102109
0.25,18,2005_11,394146310724.86017,6.7643708403351495
0.25,6,2005_12,264277881736.0582,6.519272582794098
0.25,8,2005_12,1430627645767.0151,8.039490711522646
0.25,18,2005_12,375481652142.3839,6.517599830871231
0.25,6,2006_1,163431187687.8423,6.87018149854434
0.25,8,2006_1,1286778592984.2144,6.899548403171967
0.25,18,2006_1,389019051505.94867,6.700903884779347
0.25,6,2006_2,133046780465.32391,7.7512573178623905
0.25,8,2006_2,1160202196657.0522,6.927301417011763
0.25,18,2006_2,411106474529.2941,7.012311222561418
0.25,6,2006_3,128079851692.58456,8.286272373150133
0.25,8,2006_3,1082980194627.41,5.4225047933591926
0.25,18,2006_3,383189644039.51556,6.588929212102277
0.25,6,2006_4,156577129843.47675,7.86480236604436
0.25,8,2006_4,1001004732295.6155,4.565536071862732
0.25,18,2006_4,323926783370.69244,6.326581793345961
0.25,6,2006_5,176606811542.34424,8.43384611710138
0.25,8,2006_5,932142625421.9124,4.766794145108134
0.25,18,2006_5,307974954055.6577,6.7182532172220935
0.25,6,2006_6,188404883650.41266,8.37666159806487
0.25,8,2006_6,858784002633.8134,5.448716134143279
0.25,18,2006_6,282046759398.0281,6.137172689429612
0.25,6,2006_7,190762130143.42307,8.314747899736565
0.25,8,2006_7,790098898939.4448,6.740568354734014
0.25,18,2006_7,269188762677.62067,6.763295812986842
0.25,6,2006_8,185646370294.31934,7.8952657094325165
0.25,8,2006_8,729134660957.9109,6.288586340031039
0.25,18,2006_8,260977896625.24368,6.60369911530914
0.25,6,2006_9,180540928582.6025,9.245925520739698
0.25,8,2006_9,687668727695.4702,5.623682340330356
0.25,18,2006_9,248711724883.46506,5.963077377441309
0.25,6,2006_10,171167642549.0142,7.676581016505735
0.25,8,2006_10,655838612772.2606,5.839759766176626
0.25,18,2006_10,228218013481.35846,6.175366161606328
0.25,6,2006_11,161245261743.89566,6.989822340462401
0.25,8,2006_11,634249998103.2878,5.806217090826512
0.25,18,2006_11,206129923458.67636,6.0205598494053
0.25,6,2006_12,133156197082.51045,7.212228564801386
0.25,8,2006_12,605876964458.8055,7.382699073070738
0.25,18,2006_12,207317664723.1697,6.907687598075246
0.25,6,2007_1,99378103912.96767,7.326363669408878
0.25,8,2007_1,566812152571.9081,7.3757173640574285
0.25,18,2007_1,211682295864.36108,5.854190332083911
0.25,6,2007_2,69641842900.7753,7.7252729430055105
0.25,8,2007_2,538865578875.7147,6.099189412016984
0.25,18,2007_2,214943262848.45377,6.618635226829833
0.25,6,2007_3,65509147655.86157,9.00341970309286
0.25,8,2007_3,506928009275.27594,5.593848502180148
0.25,18,2007_3,206206601271.84445,7.556617195989871
0.25,6,2007_4,73430855173.37039,8.94901027809744
0.25,8,2007_4,479245095763.59705,5.065458065692873
0.25,18,2007_4,209047393899.16922,6.290535197034492
0.25,6,2007_5,86282738955.9634,8.078873587894535
0.25,8,2007_5,435040231806.8624,4.981396585174433
0.25,18,2007_5,198226132141.04987,7.088768214284424
0.25,6,2007_6,95789591166.65274,8.083365676642206
0.25,8,2007_6,389965644079.6888,5.037844345211688
0.25,18,2007_6,184205235463.98734,6.802391366696958
0.25,6,2007_7,103695537261.42523,8.743297953806673
0.25,8,2007_7,355193876839.53815,5.766971521191875
0.25,18,2007_7,179703781796.77783,7.837383849109148
0.25,6,2007_8,108147740021.14146,8.463269137945828
0.25,8,2007_8,324445890550.9875,6.473232449859039
0.25,18,2007_8,174267435599.18588,7.067895385340916
0.25,6,2007_9,110858507353.24756,7.615653490002059
0.25,8,2007_9,298846571761.6122,5.896539715400251
0.25,18,2007_9,167811046561.0558,5.940780047439402
0.25,6,2007_10,108884510224.30273,7.902016162009479
0.25,8,2007_10,283254034216.0985,6.0642132057547
0.25,18,2007_10,156488914869.95016,5.970024524514301
0.25,6,2007_11,102207793043.87106,7.2909199300570915
0.25,8,2007_11,271734032367.56674,6.843523653881632
0.25,18,2007_11,151079997609.98276,6.293884097999913
0.25,6,2007_12,90026346123.56792,7.7284069086217695
0.25,8,2007_12,263906912250.16803,6.963011340435701
0.25,18,2007_12,139768025001.47153,6.719520884951539
1,6,2004_01,14931783521522.596,6.344112658059935
1,8,2004_01,0.0,0.0
1,18,2004_01,0.0,0.0
1,6,2004_02,17696281672528.453,7.476366909646659
1,8,2004_02,0.0,0.0
1,18,2004_02,0.0,0.0
1,6,2004_03,8842487081394.434,8.24636429531894
1,8,2004_03,0.0,0.0
1,18,2004_03,0.0,0.0
1,6,2004_04,5692628005777.36,6.457324017610866
1,8,2004_04,0.0,0.0
1,18,2004_04,0.0,0.0
1,6,2004_05,3642543310740.7983,6.80861801082422
1,8,2004_05,0.0,0.0
1,18,2004_05,0.0,0.0
1,6,2004_06,2176892919576.9822,8.550121217604206
1,8,2004_06,1056992679.8128985,7.021933753392409
1,18,2004_06,910445272.4325371,6.136272072464282
1,6,2004_07,1625561394598.1538,8.452193840480422
1,8,2004_07,10866251045951.844,5.302802382602501
1,18,2004_07,14870909058203.133,7.0101483212330296
1,6,2004_08,1286786442728.232,7.812528025417983
1,8,2004_08,10788045401470.871,7.438335723247023
1,18,2004_08,20236882413007.19,5.742567297881468
1,6,2004_09,1076671616082.8567,8.20987645479634
1,8,2004_09,7432583084324.963,4.531408311579065
1,18,2004_09,11707548567224.77,5.413917513872031
1,6,2004_10,924855834998.9933,7.14096806363737
1,8,2004_10,6956669950183.257,6.137272281387273
1,18,2004_10,7234685200515.861,5.9666688268690145
1,6,2004_11,834590514426.0714,7.270600483163509
1,8,2004_11,6173172658387.363,7.313106048712813
1,18,2004_11,4348454321274.621,5.42299023966487
1,6,2004_12,705285879171.7987,5.509244051865045
1,8,2004_12,5071719415944.549,7.741757045631111
1,18,2004_12,2623204944051.4497,7.409578167151088
1,6,2005_01,467595637317.8945,6.5268767898151285
1,8,2005_01,4004689245796.9106,6.738139593862452
1,18,2005_01,1458278889079.7925,5.322105038500191
1,6,2005_02,365817935686.9241,7.292018022846529
1,8,2005_02,3380129391113.329,5.658259144127387
1,18,2005_02,896070106491.2336,6.329492936829924
1,6,2005_03,355043927133.8766,8.492503386816312
1,8,2005_03,3040898516051.563,6.164834814675281
1,18,2005_03,655071571137.1597,5.796880614883415
1,6,2005_04,437548061299.77966,7.8429273254340055
1,8,2005_04,2760313109002.579,4.573948699193627
1,18,2005_04,533649470256.5821,6.240091810886781
1,6,2005_05,484323299519.12225,8.273231011765855
1,8,2005_05,2379939675905.46,3.9391241022322037
1,18,2005_05,458240249465.42316,6.107819675052874
1,6,2005_06,472354572040.5902,8.369249304392318
1,8,2005_06,2050437666803.5679,5.254725195386386
1,18,2005_06,398380878882.62537,5.593331728868727
1,6,2005_07,454287670428.99756,8.692260342302333
1,8,2005_07,1882417530697.864,5.675212399629692
1,18,2005_07,364407537090.8975,5.884486963631624
1,6,2005_08,431359898497.9311,9.262883148012365
1,8,2005_08,1704542499592.4531,5.922675058214008
1,18,2005_08,348569251620.4717,5.352100660538873
1,6,2005_09,405754330701.65405,7.001201894137786
1,8,2005_09,1578253971463.7776,5.8962774109004075
1,18,2005_09,368611248420.7558,5.5902268907556145
1,6,2005_10,381756711686.98804,7.776144345135724
1,8,2005_10,1509085266633.2568,5.143974079643935
1,18,2005_10,387926804852.7814,4.852949026421218
1,6,2005_11,353776266418.5543,6.810169116496256
1,8,2005_11,1431006542327.7837,5.474317640185358
1,18,2005_11,411708099912.4217,6.254657481494243
1,6,2005_12,273693665085.42993,6.763133624270168
1,8,2005_12,1368252637556.792,7.278482767000563
1,18,2005_12,400267132832.3803,6.619627620083934
1,6,2006_01,156509070150.8553,7.389216489895402
1,8,2006_01,1243081284165.5112,6.613752581185111
1,18,2006_01,379425954225.1646,6.029334944848284
1,6,2006_02,125860214537.20425,8.319774350171837
1,8,2006_02,1128007641829.3933,6.8135763962521265
1,18,2006_02,373491964619.63275,6.341167200859592
1,6,2006_03,117921217643.16711,8.591477722282018
1,8,2006_03,1044731438293.9932,5.3835924765268
1,18,2006_03,335441398040.2833,6.313218695350695
1,6,2006_04,141973094013.50204,8.37163803128136
1,8,2006_04,966832230608.231,4.5680329208448285
1,18,2006_04,283104482361.2558,5.478228637627546
1,6,2006_05,173340648002.0833,9.025266308962944
1,8,2006_05,897825533006.9285,4.817006693159187
1,18,2006_05,246930396157.73645,6.161687653157816
1,6,2006_06,198715343320.5086,8.574075543562389
1,8,2006_06,816569113641.3579,5.421253371517585
1,18,2006_06,212200557687.57855,5.490486399615939
1,6,2006_07,206919042731.14874,8.229358967388604
1,8,2006_07,745085497914.442,6.829786461022141
1,18,2006_07,185000819206.52808,5.245031090835146
1,6,2006_08,204257757713.671,7.973798105111096
1,8,2006_08,688849923457.535,6.292759137967342
1,18,2006_08,181217671209.6099,5.798456623424885
1,6,2006_09,197071349405.1601,9.316681753992471
1,8,2006_09,649263307802.7994,5.483847783330308
1,18,2006_09,184167837464.0358,5.333421616642653
1,6,2006_10,187113546445.03534,8.09562650408471
1,8,2006_10,611050054543.6101,5.742221331301337
1,18,2006_10,191004885434.52728,5.607861469231831
1,6,2006_11,177011431381.93634,6.97844217455551
1,8,2006_11,586928423251.1129,5.676929539337706
1,18,2006_11,197237367679.62625,5.6550421528389805
1,6,2006_12,149685061250.47003,7.36987679848085
1,8,2006_12,575618938037.6187,7.2406934506769165
1,18,2006_12,213675062351.62283,6.2128779203722075
1,6,2007_01,109600100778.08138,7.132929947434388
1,8,2007_01,547229142382.0526,7.370552334400623
1,18,2007_01,218826172827.10406,5.593261006337231
1,6,2007_02,77926027776.02487,7.779345126996272
1,8,2007_02,511863462639.0926,6.03932670494845
1,18,2007_02,214940558280.14374,6.370562452249256
1,6,2007_03,69832049735.92377,9.100210107062832
1,8,2007_03,483427083698.9086,5.554474475804249
1,18,2007_03,201277809929.19485,7.0729885540171455
1,6,2007_04,78934061615.85524,9.083671493839141
1,8,2007_04,461365769805.40497,5.12138377389356
1,18,2007_04,184101501920.91632,5.6289883664176035
1,6,2007_05,96311393849.44751,8.316027295309183
1,8,2007_05,427435717907.0834,4.913352055021687
1,18,2007_05,155986008633.19873,6.257039976903859
1,6,2007_06,106383604034.56642,7.82297329105392
1,8,2007_06,388987808568.9052,5.116246802322874
1,18,2007_06,131468122438.22984,5.512234639910423
1,6,2007_07,116270108947.66563,8.541587255648999
1,8,2007_07,359108047919.8442,5.954760098277589
1,18,2007_07,118054301605.8272,6.091215600388392
1,6,2007_08,122585350702.16931,8.453168011638455
1,8,2007_08,331312778064.1283,6.620536151008216
1,18,2007_08,112704760897.2387,5.733256412398621
1,6,2007_09,123650485918.80453,7.67501817008913
1,8,2007_09,307381619682.4109,5.859307653228935
1,18,2007_09,115575462984.77855,5.279926839684385
1,6,2007_10,121137941703.10138,7.719652676906305
1,8,2007_10,291702422006.2861,5.9656259350973855
1,18,2007_10,119655251864.80359,5.764319417991659
1,6,2007_11,112922942664.48515,7.032670481313981
1,8,2007_11,278234577251.95,6.835431414303236
1,18,2007_11,132000020914.72774,6.636039645510524
1,6,2007_12,100944340280.03574,8.596005770921625
1,8,2007_12,272286986856.2543,6.939292151031307
1,18,2007_12,135998328942.46092,6.673928573982453
0.1,3,2004_01,0.0,0.0
0.1,13,2004_01,15462963158451.686,6.075572316683324
0.1,21,2004_01,0.0,0.0
0.1,3,2004_02,0.0,0.0
0.1,13,2004_02,13200347318998.65,7.499708518781818
0.1,21,2004_02,0.0,0.0
0.1,3,2004_03,0.0,0.0
0.1,13,2004_03,3557073883640.4487,9.678727848924282
0.1,21,2004_03,0.0,0.0
0.1,3,2004_04,0.0,0.0
0.1,13,2004_04,1390220885191.3582,8.690025293758863
0.1,21,2004_04,0.0,0.0
0.1,3,2004_05,0.0,0.0
0.1,13,2004_05,888009450096.8823,10.552770420780465
0.1,21,2004_05,0.0,0.0
0.1,3,2004_06,9835075.841785531,7.712302510191797
0.1,13,2004_06,697009263755.188,8.727884866285173
0.1,21,2004_06,11586983.971662141,5.9317261535196
0.1,3,2004_07,6733154683539.845,7.270165411567823
0.1,13,2004_07,594289603307.2592,8.309570009307405
0.1,21,2004_07,16546679147485.34,5.172819475323937
0.1,3,2004_08,9092936651702.943,7.641831493367383
0.1,13,2004_08,579569386144.971,8.236394781854996
0.1,21,2004_08,16564873178415.178,5.448952903161173
0.1,3,2004_09,7001077943120.905,6.961717544154285
0.1,13,2004_09,527271148698.0558,7.206534682746544
0.1,21,2004_09,10414531011838.375,7.1152194030992835
0.1,3,2004_10,5500080662762.382,7.015703347274081
0.1,13,2004_10,463632338301.21246,8.914235953488323
0.1,21,2004_10,6328603845285.0625,6.917812406999104
0.1,3,2004_11,4493520788419.174,6.755611650482907
0.1,13,2004_11,391253573595.45825,7.936695208233626
0.1,21,2004_11,4041306717719.8516,7.651837470300686
0.1,3,2004_12,3549779328807.4463,7.660362135738394
0.1,13,2004_12,229238620704.39136,6.928642447224184
0.1,21,2004_12,2529613727675.522,8.261795648230114
0.1,3,2005_01,2799457250371.187,6.724892036127154
0.1,13,2005_01,95800598206.81326,5.64677304745682
0.1,21,2005_01,1681134685670.3765,8.756885513425484
0.1,3,2005_02,2512248150970.625,7.796443297823771
0.1,13,2005_02,72917413142.56656,8.383126324776377
0.1,21,2005_02,1075911558565.5298,9.202389168970559
0.1,3,2005_03,2121166974770.852,7.692428410348423
0.1,13,2005_03,81062416070.62405,8.487540269953541
0.1,21,2005_03,795216319190.4073,9.519188779258267
0.1,3,2005_04,1756732370074.5269,7.682602779310097
0.1,13,2005_04,109465860511.55849,10.051686569645547
0.1,21,2005_04,623828309185.227,7.743020691115599
0.1,3,2005_05,1461496403855.9314,6.295532136508134
0.1,13,2005_05,173111819052.21042,8.404565268851016
0.1,21,2005_05,509406702495.3103,6.704584919806662
0.1,3,2005_06,1231037735112.7004,7.063909842469561
0.1,13,2005_06,231540001418.61398,9.010578781187183
0.1,21,2005_06,400836084589.5076,6.019199091264853
0.1,3,2005_07,1065002176111.2882,7.444875885246043
0.1,13,2005_07,255501832834.73328,7.711642363600707
0.1,21,2005_07,291603349844.8248,5.087603706027386
0.1,3,2005_08,923793951361.2596,6.1271368065927
0.1,13,2005_08,263255050912.4254,7.757105440294386
0.1,21,2005_08,233139295626.6308,5.234410927799059
0.1,3,2005_09,829089677376.9937,7.242811696680337
0.1,13,2005_09,283004384430.05927,6.948796954174465
0.1,21,2005_09,219051470311.92352,6.936966595499763
0.1,3,2005_10,814867244814.2495,7.358746402943958
0.1,13,2005_10,294941314111.8754,6.287138172985502
0.1,21,2005_10,233286792241.29745,8.144324963506472
0.1,3,2005_11,829423283139.6973,6.91626120411801
0.1,13,2005_11,293996110387.0151,6.280622536738317
0.1,21,2005_11,279423193241.644,8.375978068124468
0.1,3,2005_12,881774620881.6736,6.626396827289092
0.1,13,2005_12,220970329916.6289,6.175818595569653
0.1,21,2005_12,330050085746.3287,8.279830114782015
0.1,3,2006_01,933311671179.3109,8.196317822036551
0.1,13,2006_01,138277836898.09482,5.71801707449138
0.1,21,2006_01,352615226564.5457,9.106036452476266
0.1,3,2006_02,919694696375.1586,7.73113445810078
0.1,13,2006_02,114902011433.5093,5.587342675010205
0.1,21,2006_02,364781908994.53174,8.950375792429854
0.1,3,2006_03,842145874545.296,6.962711715290403
0.1,13,2006_03,116814409964.32207,7.390607104390787
0.1,21,2006_03,362173975133.01886,9.290654914987693
0.1,3,2006_04,745728579644.8765,7.6622663270034685
0.1,13,2006_04,158039301593.9866,7.780970240184844
0.1,21,2006_04,328184731521.64325,7.253170593951045
0.1,3,2006_05,630027520559.7644,6.890478928978594
0.1,13,2006_05,199132121823.15112,7.346314890884411
0.1,21,2006_05,276161203118.40735,6.673708358675368
0.1,3,2006_06,504645852106.67706,6.759040946128311
0.1,13,2006_06,213648525040.3015,6.809109949886984
0.1,21,2006_06,213340982376.65158,6.132410556775419
0.1,3,2006_07,440959021734.4573,7.108817255468797
0.1,13,2006_07,231834363657.27542,7.985626304814239
0.1,21,2006_07,161885707477.70407,5.681021015284589
0.1,3,2006_08,398330223298.8527,6.485474547326504
0.1,13,2006_08,228592338070.8784,6.511156595683083
0.1,21,2006_08,129944086343.40555,5.675934193884234
0.1,3,2006_09,381022387972.3002,5.814268257090065
0.1,13,2006_09,233676556498.75027,7.168010108631004
0.1,21,2006_09,131613802396.33334,7.019136218058223
0.1,3,2006_10,403274095660.74493,6.708356554075318
0.1,13,2006_10,244523007226.99118,6.999710017189011
0.1,21,2006_10,155704633486.6226,7.482337575094846
0.1,3,2006_11,428787379057.0518,6.483963947168578
0.1,13,2006_11,254406624103.7228,6.485958097765407
0.1,21,2006_11,187443862236.5002,8.677401737183864
0.1,3,2006_12,474817350156.9907,7.378030099088001
0.1,13,2006_12,244005999946.66678,5.204857834756012
0.1,21,2006_12,228464364433.57263,9.342902533171605
0.1,3,2007_01,513658808869.8572,7.9223250742872775
0.1,13,2007_01,191651410622.82138,5.921393114300231
0.1,21,2007_01,252096214747.90857,9.189856360507692
0.1,3,2007_02,534922615518.5835,6.944992427836357
0.1,13,2007_02,152795495331.93265,5.125514005384964
0.1,21,2007_02,271099983533.4378,9.721131034915748
0.1,3,2007_03,495064516815.32794,6.750701194019849
0.1,13,2007_03,165727199295.13455,6.6070575658998445
0.1,21,2007_03,259844026413.67725,8.487345966936742
0.1,3,2007_04,448322369783.05194,6.7067889679626
0.1,13,2007_04,180478102003.2196,6.018262440045491
0.1,21,2007_04,240302304297.8317,7.372006218034146
0.1,3,2007_05,393990895543.1514,5.713722766169125
0.1,13,2007_05,195038056518.09073,5.654504877921363
0.1,21,2007_05,201434816713.99048,6.976885244826449
0.1,3,2007_06,347531440950.3227,5.953799773069275
0.1,13,2007_06,202112031249.5605,5.825809467438196
0.1,21,2007_06,161190418948.99072,6.045550820742882
0.1,3,2007_07,343310525763.5323,6.18070643072494
0.1,13,2007_07,209387457389.0909,7.005910618656755
0.1,21,2007_07,122741204832.7588,5.859950592935308
0.1,3,2007_08,341922125460.67896,6.13771924086356
0.1,13,2007_08,213213871938.80176,6.553767880541228
0.1,21,2007_08,102268390499.96951,6.034810930207244
0.1,3,2007_09,342670304002.2471,6.1541229422073185
0.1,13,2007_09,219476959377.3291,6.899665500834051
0.1,21,2007_09,97860094139.04143,6.139415408387631
0.1,3,2007_10,351576221653.59625,6.4176215669555186
0.1,13,2007_10,220546950535.27426,7.205096422563982
0.1,21,2007_10,108163261104.98943,7.111287834170358
0.1,3,2007_11,353402692009.4298,6.907821181190247
0.1,13,2007_11,210275695738.4851,5.778421007128815
0.1,21,2007_11,132375325779.08618,7.698578423706307
0.1,3,2007_12,358544857084.59656,7.329570533754616
0.1,13,2007_12,188362472893.45312,5.998999921178959
0.1,21,2007_12,164761753579.5005,8.427239928879354
0.25,3,2004_1,0.0,0.0
0.25,13,2004_1,15082217373621.297,6.114964541009512
0.25,21,2004_1,0.0,0.0
0.25,3,2004_2,0.0,0.0
0.25,13,2004_2,13016959092827.506,7.485741072037998
0.25,21,2004_2,0.0,0.0
0.25,3,2004_3,0.0,0.0
0.25,13,2004_3,3815259749227.26,9.604595992130994
0.25,21,2004_3,0.0,0.0
0.25,3,2004_4,0.0,0.0
0.25,13,2004_4,1755815639356.4255,8.867584017557032
0.25,21,2004_4,0.0,0.0
0.25,3,2004_5,0.0,0.0
0.25,13,2004_5,1099616550643.1343,10.942281603519154
0.25,21,2004_5,0.0,0.0
0.25,3,2004_6,66198750.38232222,7.606351672532115
0.25,13,2004_6,826445543217.8412,8.860463949727329
0.25,21,2004_6,58451585.127122074,5.831682953552025
0.25,3,2004_7,6804919095894.2,7.26494033796656
0.25,13,2004_7,661388801810.7925,9.898231483750399
0.25,21,2004_7,14905937704273.11,5.093566574790558
0.25,3,2004_8,9108118189417.867,7.625432083100747
0.25,13,2004_8,558241575756.8287,9.60890518428537
0.25,21,2004_8,16130794115120.055,5.408403478434484
0.25,3,2004_9,7166838019007.862,6.9900279613826255
0.25,13,2004_9,483369700694.05597,8.69403781244752
0.25,21,2004_9,10110390735321.084,7.171399790057341
0.25,3,2004_10,5629417587873.011,6.984134903224397
0.25,13,2004_10,425412439597.0757,9.667954180745825
0.25,21,2004_10,6058597448316.4,7.008247922492304
0.25,3,2004_11,4448406452878.019,6.757174958792956
0.25,13,2004_11,368813798083.4216,9.556797810242589
0.25,21,2004_11,3721237912617.7227,7.730387993165941
0.25,3,2004_12,3506640633092.8467,7.696101335592008
0.25,13,2004_12,222878394070.997,8.075539088730915
0.25,21,2004_12,2435781665665.6235,8.437962338164422
0.25,3,2005_1,2749142660263.196,6.375034059652743
0.25,13,2005_1,99778745240.16321,6.025196903294418
0.25,21,2005_1,1612312342632.2388,8.866955580844373
0.25,3,2005_2,2462761569169.4634,7.7847125473225995
0.25,13,2005_2,71258495831.76149,8.378471104991666
0.25,21,2005_2,1056763197885.658,8.993176642098087
0.25,3,2005_3,2103317546262.6343,7.4549080645116295
0.25,13,2005_3,93362148573.41705,8.585901625119751
0.25,21,2005_3,746945389708.2543,9.201512643321887
0.25,3,2005_4,1730325082173.4426,7.839803522453605
0.25,13,2005_4,139249044811.37216,10.2297417929994
0.25,21,2005_4,587071738981.1047,7.923902709469595
0.25,3,2005_5,1370533318472.3687,6.4006606054896835
0.25,13,2005_5,189901344873.86243,10.388638484481977
0.25,21,2005_5,477045294635.39844,6.676111717242287
0.25,3,2005_6,1153362536955.0276,7.266490670480833
0.25,13,2005_6,214048854255.13037,9.299353019224755
0.25,21,2005_6,375263499377.62164,6.028152223389864
0.25,3,2005_7,989029389275.8696,7.675747568376101
0.25,13,2005_7,222799663477.56866,9.371482769061338
0.25,21,2005_7,285556010431.58704,5.158243976685698
0.25,3,2005_8,849650018326.2913,6.320047028352596
0.25,13,2005_8,230790080605.33484,8.587928586104868
0.25,21,2005_8,238411799088.98367,5.183985691169637
0.25,3,2005_9,754010731466.2316,7.462768775034462
0.25,13,2005_9,231103931780.54114,8.060969511267842
0.25,21,2005_9,218977059405.92575,6.979073935974316
0.25,3,2005_10,719636401952.6936,7.538457213753711
0.25,13,2005_10,232909221158.93054,6.870650353756806
0.25,21,2005_10,223472469111.8718,8.16899692586641
0.25,3,2005_11,736183076036.473,6.93723955262891
0.25,13,2005_11,225828998108.6895,6.369639557472524
0.25,21,2005_11,262568034732.54767,8.275874100442996
0.25,3,2005_12,802840884305.977,6.580479980185663
0.25,13,2005_12,178793568622.76068,4.268017205696257
0.25,21,2005_12,303195946277.2983,8.451301315524056
0.25,3,2006_1,882607671836.7654,8.453195435716033
0.25,13,2006_1,109372348897.14656,5.7978425657605435
0.25,21,2006_1,324931833970.0873,9.642746171235292
0.25,3,2006_2,869304373722.9137,7.6697323363060335
0.25,13,2006_2,82671806986.8624,7.220294087239532
0.25,21,2006_2,337147678289.595,9.478636792154637
0.25,3,2006_3,798439801558.9088,6.928417608796801
0.25,13,2006_3,89054985050.98387,8.415023951956755
0.25,21,2006_3,335925626057.15533,9.473643017388184
0.25,3,2006_4,705325386836.3483,7.851866891562682
0.25,13,2006_4,119417481876.66382,9.362967089880293
0.25,21,2006_4,300645965374.47955,7.339042690680305
0.25,3,2006_5,586768479535.6135,6.904997295584017
0.25,13,2006_5,159856977707.41663,8.952559162969923
0.25,21,2006_5,248181934879.73187,6.8859374131573166
0.25,3,2006_6,473539699066.48065,6.902845929207786
0.25,13,2006_6,180132174707.86075,8.251426290823273
0.25,21,2006_6,188276472417.1019,6.14664977644525
0.25,3,2006_7,409554678660.6493,7.225927897607135
0.25,13,2006_7,183486372586.58282,7.4220258846861045
0.25,21,2006_7,137484978464.73212,5.979593181413223
0.25,3,2006_8,357906008320.69977,6.478371839385428
0.25,13,2006_8,176939513062.63306,10.186227382958357
0.25,21,2006_8,111607578956.78331,5.812607216077369
0.25,3,2006_9,333270713869.6648,5.779414401766727
0.25,13,2006_9,170652191765.904,7.615354801160726
0.25,21,2006_9,115515876220.23079,6.993372907631863
0.25,3,2006_10,347633107054.3245,6.705101589373607
0.25,13,2006_10,166027882681.39673,7.1054702564019685
0.25,21,2006_10,136520628603.55737,7.449950692997854
0.25,3,2006_11,360573944816.9573,6.662535058857845
0.25,13,2006_11,156724319502.15088,7.602137635931708
0.25,21,2006_11,162155721996.79678,8.806854954903496
0.25,3,2006_12,404156725292.0133,7.626830876114321
0.25,13,2006_12,121132455416.52057,6.0157279867941185
0.25,21,2006_12,197774169092.1742,9.913933336257848
0.25,3,2007_1,445985653958.3734,8.091796827294738
0.25,13,2007_1,74150063267.5623,5.59702474679947
0.25,21,2007_1,222213137891.18582,10.47888869271783
0.25,3,2007_2,483983012099.1726,7.128363427041648
0.25,13,2007_2,50032852283.626114,6.834307860320697
0.25,21,2007_2,238912381553.9649,10.580280665846965
0.25,3,2007_3,455287512986.2475,6.804877637060672
0.25,13,2007_3,52763510990.433,8.480474232590357
0.25,21,2007_3,231481791184.84964,9.19118087322255
0.25,3,2007_4,419634548952.73376,6.707341387263667
0.25,13,2007_4,73587508145.24927,7.330030145884326
0.25,21,2007_4,214438628685.97293,8.086768771965643
0.25,3,2007_5,376553063838.8995,5.576228241572362
0.25,13,2007_5,93453231710.88373,7.853137901961361
0.25,21,2007_5,179600730025.03006,7.338930538938467
0.25,3,2007_6,352977703095.77325,5.881918476046517
0.25,13,2007_6,114104505536.87204,8.088085779851685
0.25,21,2007_6,139692349364.1441,6.090936226521912
0.25,3,2007_7,367984337781.52545,6.0787262734233956
0.25,13,2007_7,122865623568.501,9.001812952630159
0.25,21,2007_7,104939408539.2479,6.057326546503612
0.25,3,2007_8,383130146867.5549,6.103674681542838
0.25,13,2007_8,124443858587.11247,7.615360163186091
0.25,21,2007_8,85518805556.35837,6.149787221489321
0.25,3,2007_9,390508831379.1814,6.297859141053011
0.25,13,2007_9,122194815034.54016,6.289894047403921
0.25,21,2007_9,79821975946.07153,6.284780174771507
0.25,3,2007_10,407855817134.9723,6.341674545198907
0.25,13,2007_10,120575142158.19693,8.100526654993626
0.25,21,2007_10,91706589620.51726,7.704502959189036
0.25,3,2007_11,408450738220.7097,6.870927608777059
0.25,13,2007_11,113375027618.88858,6.745363545060441
0.25,21,2007_11,110923384460.12141,7.901704538071314
0.25,3,2007_12,410948836459.54614,7.382673125421938
0.25,13,2007_12,93401252608.01831,6.312646639017725
0.25,21,2007_12,143700305040.72943,9.349089912725281
1,3,2004_01,0.0,0.0
1,13,2004_01,11440106877042.668,6.092180577901688
1,21,2004_01,0.0,0.0
1,3,2004_02,0.0,0.0
1,13,2004_02,10379242873035.668,7.407878052596089
1,21,2004_02,0.0,0.0
1,3,2004_03,0.0,0.0
1,13,2004_03,3574767882811.536,9.420709901745075
1,21,2004_03,0.0,0.0
1,3,2004_04,0.0,0.0
1,13,2004_04,1573234895367.2344,8.433264655611096
1,21,2004_04,0.0,0.0
1,3,2004_05,0.0,0.0
1,13,2004_05,941863295782.5433,9.888541649054513
1,21,2004_05,0.0,0.0
1,3,2004_06,962701668.6307352,7.52721748542834
1,13,2004_06,649930590828.3667,8.351641571695348
